"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,2430,"ist kein Nahme, keine Verdächtigung gemein genug, mit Freuden wird sie ",,,,,,,
14,645,532,2431,"angenommen. Das ist ein schlimmes Leichen; das beweist nur, daß viel ",,,,,,,
14,645,532,2432,"Gefühl aus dem Volke gewichen ist, denn sonst fühlte es, daß es damit ","volk;",,,,,,
14,645,532,2433,"sich selbst besudelt. Ueberhaupt nur kein Wort der Ruhe und Vernunft ","ruhe; wort;",,,,,,
14,645,532,2434,"durfte nach dem 6. Sept. gesprochen werden. Es lag eine furchtbare ",,,,,,,
14,645,532,2435,"Inquisition auf dem Lande, und daß so wenig Unheil geschah, kommt daher, ","land;",,,,,,
14,645,532,2436,"daß die Gegenparthei kaum wagte zu athmen. Der Name „Strauß” war dem ",,,"strauss;",,,,
14,645,532,2437,"Volke jetzt mehr als Dieb, Hurer und Mörder; und mit diesem Namen ","volk;",,,,,,
14,645,532,2438,"brandmarkte man bald jeden Ruhigen,” Zur Bestätigung dessen füge ich noch ",,,,,,,
14,645,532,2439,"bei, daß man in vielen Dörfern die sogenannten „Straußen” nicht bloß mit ",,,"strauss;",,,,
14,645,532,2440,"einer Verachtung ansieht und behandelt wie gewöhnliche Verbrecher', in ",,,,,,,
14,645,532,2441,"solche Verachtung mischt sich doch immer ein Gefühl von Mitleid und ",,,,,,,
14,645,532,2442,"Barmherzigkeit und die Voraussicht, solche Unglückliche seien doch nur ",,,,,,,
14,645,532,2443,"zeitlich, nicht ewig verloren. Mit Abscheu, mit Graus hingegen wendet man ",,,,,,,
14,645,532,2444,"sich von einem „Strauß”, der ja mit seinem Unglauben die Seligkeit ","glaube;",,"strauss;",,,,
14,645,532,2445,"verwirkt hat. Jeden Augenblick sollte sich, nach solcher Meinung, der ",,,,,,,
14,645,532,2446,"Boden aufthun und einen Strauß verschlingen und wer einen „Strauß” ",,,"strauss;",,,,
14,645,532,2447,"beschimpft, mißhandelt, schädigt — begeht ein Gott gefälliges Werk. — ","gott;",,,,,,
14,645,532,2448,"Mein »jähriger Knabe ging jüngst durch seinen Heimathsort: „Bist du da, ",,,,,,,
14,645,532,2449,"du Antichrist”, rief man ihm nach ! —",,,,,,,
14,645,532,2450,"22b) Auch der Staatsanwaltschaft ist der Vorwurf gemacht worden, sie habe ",,,,,,,
14,645,532,2451,"die Studenten aufgefordert sich zu bewaffnen. Ich habe mich genau hienach ",,,,,,,
14,645,532,2452,"erkundigt und von Hr. Benz Auskunft erhalten über Folgendes, wovon ich ",,,,,,,
14,645,532,2453,"zum Theil Augenzeuge war: Um 10 Uhr Abends verlangte Jemand vom Kaffee ",,,,,,,
14,645,532,2454,"Widder auf der Hauptwache, daß man bei den dort versammelten Studenten, ",,,,,,,
14,645,532,2455,"die ungebührlich lärmten, Ruhe schaffe. Die beiden Polizeisoldaten kamen ","ruhe;",,,,,,
14,645,532,2456,"mit der Nachricht zurück, dieselben seien allerdings sehr laut und ",,,,,,,
14,645,532,2457,"verlangen Waffen zum Schutz der Regierung. Bald kam ein zweiter ähnlicher ","regierung;",,,,,,
14,645,532,2458,"Bericht, dann ein dritter, nach welchem Hr, Benz sich hin begab. Es ",,,,,,,
14,645,532,2459,"gelang ihm sie durch das Versprechen, von ihrem Anerbieten gehörigen ",,,,,,,
14,645,532,2460,"Ortes Anzeige zu machen und sie zu berichten, sobald die Regierung ihrer ","regierung;",,,,,,
14,645,532,2461,"Dienste begehre, wenigstens in so weit zu beruhigen, daß sie die ","begehren;",,,,,,
14,645,532,2462,"anwesenden Musikanten fortschikten und der Senior ihm versprach, daß sie ",,,,,,,
14,645,532,2463,"sich stille halten wollten. Hr. Benz benachrichtigte Hr. Oberst Hirzel ",,,"oberst hirzel;",,,,
14,645,532,2464,"von dem Begehren der Studenten, ihm überlassend, davon Gebrauch zu machen ","begehren;",,,,,,
14,645,532,2465,"oder nicht. — Sie hatten unterdessen einiges Aufsehen erregt; man fing ",,,,,,,
14,645,532,2466,"an, sich mißbilligend über sie zu äußern, namentlich soll Hr. Hptm. Fehr ",,,,,,,
14,645,532,2467,"sich wiederholt in diesem Sinne gegen Hr. Benz ausgesprochen ",,,,,,,
14,645,532,2468,"und u. A. gesagt haben, wenn sie kamen und Waffen wollten, würden sie auf ",,,,,,,
14,645,532,2469,"eine Weise empfangen, daß sie das Begehren nicht erneuerten. Um 2 Uhr ","begehren;",,,,,,
14,645,532,2470,"Morgens traf Hr. Benz die Studenten nicht mehr beim Widder an. Dann sah ",,,,,,,
14,645,532,2471,"er Hr. Oberst Hirzel, der ihn bemerkte, er durfte sich ihrer nicht ",,,"oberst hirzel;",,,,
14,645,532,2472,"bedienen und um halb 3 Uhr fand er sie ganz ruhig beim Feldhof stehen, wo ",,,,,,,
14,645,532,2473,"er sie ersucht,, sich nach Hause zu begeben, worauf auch einige sich ",,,,,,,
14,645,532,2474,"entfernten, andere stehen blieben und berathschlagten, was zu thun sei. ","liebe;",,,,,,
14,645,532,2475,"Hr. Benz entfernte sich ebenfalls. Von Hr. Hegetschweiler bemerkte Hr. ",,,"hegetschweiger;",,,,
14,645,532,2476,"Benz nichts, als daß er von den Studenten als von jungen Leuten redete, ",,,,,,,
14,645,532,2477,"die von selbst wieder ruhig würden.",,,,,,,
14,645,532,2478," ) Um so mehr mußte das Votum des Hrn. Zehnder im großen Rath vom 9ten ",,,,,,,
14,645,532,2479,"mein Erstaunen erregen, nach welchem allgemein geglaubt werden mußte und ",,,,,,,
14,645,532,2480,"auch zum Theil wirklich geglaubt wurde, die Regierung habe an den ","regierung;",,,,,,
14,645,532,2481,"militärischen Vorkehrungen gar keinen Antheil, und wodurch entweder ich ",,,,,,,
14,645,532,2482,"oder Hr. Oberst Hirzel oder beide aufs Höchste kompromittirt werden ",,,"oberst hirzel;",,,,
14,645,532,2483,"mußten, während Herr Z. sich und die übrigen zu beschönigen suchte.",,,,,,,
14,645,532,2484," ) Warum ist dieser von den Abgeordneten im Schöße der Regierung ","regierung;",,,,,,
14,645,532,2485,"gemachten Anzeige bisher nirgends Erwähnung geschehen? Hängt das ",,,,,,,
14,645,532,2486,"Stillschweigen hierüber etwa mit dem Empfange zusammen, zu welchem Rahn",,,,,,,
14,645,532,2487,"Escher und Spöndli dem Pfr. Hirzel entgegen gingen? Die Leute waren ",,,"escher; hirzel B;",,,,
14,645,532,2488,"einmal da, vielleicht gegen den Willen jener beiden; allein mußte man sie ",,,,,,,
14,645,532,2489,"nicht benutzen? Und wie bald ließ sich hoffen, von Neumünster [illegible, ","hoffen;",,,,,,
14,645,532,2490,"3 signs] Zuzug zu erhalten, an welchem Orte auch vor und während des ",,,,,,,
14,645,532,2491,"Einmarsches der Pfäffiker die Sturmglocken ertönten? — Pfr, Hirzel in ",,,"hirzel B.;",,,,
14,645,532,2492,"seinem: „Mein Antheil” läßt uns darüber nicht im Zweifel, wenn, er S. 8. ",,,,,,,
14,645,532,2493,"sagt: „Eben so gut traf aber auch meine zweite Voraussetzung ein, daß man ",,,,,,,
14,645,532,2494,"uns nicht ohne Hilft lassen werde, denn sofort wurden Expresse nach allen ",,,,,,,
14,645,532,2495,"Seiten geschickt, um zum Sturme aufzufordern”. Feindliche Armeen achten ","feind;",,,,,,
14,645,532,2496,"beim Parlamentiren ein gegebenes Wort und ein entgegengesetztes Verfahren ","wort;",,,,,,
14,645,532,2497,"wird mit keinem schönen Namen belegt. Ein solcher honorabler Gebrauch hat ",,,,,,,
14,645,532,2498,"aber, wie es scheint, nicht statt, wo das Volk sich gegen die Regierung ","regierung; volk;",,,,,,
14,645,532,2499,"auflehnt und sich bewaffner [sic] ihr gegenüber stellt.",,,,,,,
14,645,532,2500,"[ ] 25a) Pfr. Hirzel giebt dieses wirklich als 3ten Punkt an. In meinen ",,,"hirzel B.;",,,,
14,645,532,2501,"Notitzen finde ich davon nichts und erinnere mich auch nicht, daß hierauf ",,,,,,,
14,645,532,2502,"eine Antwort beschlossen worden wäre. Es wäre möglich, daß die Hrn. ","wort;",,,,,,
14,645,532,2503,"Abgeordneten gefunden hätten, die beiden ersten Punkte dürften dem Reg. ",,,,,,,
14,645,532,2504,"Rath bis zur Üeberstättigung genug sein.",,,,,,,
14,645,532,2505,"25b) Noch Üerdieß wurde in der Eile folgende Kundmachung beschlossen, die ",,,,,,,
14,645,532,2506,"wir als letzten Akt der sterbenden Regierung noch beifügen müssen, ","regierung;",,,,,,
14,645,532,2507,"so wie die in ein paar Stunden nachher erschienenen Kundmachung der ",,,,,,,
14,645,532,2508,"Sieben, den ersten Athemzug, den die Neugeborne und Wiedererstandene ",,,,,,,
14,645,532,2509,"that, nebst der Einweihungsurkunde, womit das Central-Comité den ","comité;",,,,,,
14,645,532,2510,"Schützling in die Welt einführte.",,,,,,,
14,645,532,2511,"A. Der Regierungsrath des K. Zürich an seine ","zürich; regierungsrath;",,,"zürich;",,,
14,645,532,2512,"Mitbürger.","bürger;",,,,,,
14,645,532,2513,"Mitbürger!","bürger;",,,,,,
14,645,532,2514,"Der Regierungsrath auf die vielfachen Berichte über die große Bewegung ","regierungsrath;",,,,,,
14,645,532,2515,"und Unruhe, welche durch falsche Berichte, daß der Regierungsroth ","regierung; ruhe;",,,,,,
14,645,532,2516,"eidsgenössische Truppen einberufen habe, veranlaßt worden ist, findet ",,,,,,,
14,645,532,2517,"sich, die Wohlfahrt des Kantons berücksichtigend, verpflichtet, zur ",,,,,,,
14,645,532,2518,"Beruhigung des Volkes die bestimmte Erklärung zu geben, daß weder fremde ","volk; fremde;",,,,,,
14,645,532,2519,"Truppen aufgeboten, noch sonst in Anmarsch seien, und daß der ",,,,,,,
14,645,532,2520,"Regierungsrath die ganz« Angelegenheit in den Schooß des gr. Rathes ","regierungsrath;",,,,,,
14,645,532,2521,"gelegt habe, und nicht daran zweifle, daß diese hohe Behörde Beschlüsse ",,,,,,,
14,645,532,2522,"fassen werde, welche die Ruhe und den Frieden des Landes wieder ","ruhe; friede; land;",,,,,,
14,645,532,2523,"herzustellen geeignet sind.",,,,,,,
14,645,532,2524,"Gegeben in unserer Rathssitzung, Zürich d. 6. Herbstm. 1839.","zürich;",,,"zürich;",,,
14,645,532,2525,"Im Namen des Regierungsrathes: ","regierungsrath;",,,,,,
14,645,532,2526,"       Der Amtsbürgermeister: ","bürger;",,,,,,
14,645,532,2527,"         Joh. Jakob Heß. ",,,,,,,
14,645,532,2528,"      Der erste Staatsschreiber: ",,,,,,,
14,645,532,2529,"            Hottinger. ",,,,,,,
14,645,532,2530,"B. Mitbürger! ","bürger;",,,,,,
14,645,532,2531,"Die Unterzeichneten haben es für ihre ernste Pflicht erachtet, unter den ",,,,,,,
14,645,532,2532,"gegenwärtigen verhängnißvollen Umständen, bei der Auflösung des ",,,,,,,
14,645,532,2533,"Regierungsrathes, die einstweilige Leitung der öffentlichen Ruhe als ","regierungsrath; ruhe;",,,,,,
14,645,532,2534,"ergänzter eidgenössischer Staatsrath zu übernehmen, bis ein gr. Rath die ","eidgenossen;",,,,,,
14,645,532,2535,"Behörde wieder organisirt haben wird. Mitbürger! verhütet jeden Ausbruch ","bürger;",,,,,,
14,645,532,2536,"der Gewalt, alle Exzesse!",,,,,,,
14,645,532,2537,"Ein gr. Rath wird für die Mittel sorgen, die öffentliche Ruhe und Ordnung ","ordnung; ruhe;",,,,,,
14,645,532,2538,"wieder herzustellen, die Gesetzgebung fortan nach den Bedürfnissen des ",,,,,,,
14,645,532,2539,"Volkes zu ordnen. ","volk;",,,,,,
14,645,532,2540,"Zürich, den 6. September 1839.","zürich;",,,"zürich;",,,
14,645,532,2541,"J.J. Heß, Bürgermeister.","bürger;",,,,,,
14,645,532,2542,"L. Meier von Knonau, Regierungsrath.","regierungsrath;",,"meier;",,,,
14,645,532,2543,"M. F. Sulzer.",,,"sulzer;",,,,
14,645,532,2544,"E. Sulzer.",,,"sulzer;",,,,
14,645,532,2545,"J.J. Hürlimann-Landis. ","land;",,,,,,
14,645,532,2546,"C. von Muralt. ",,,,,,,
14,645,532,2547,"Escher-Schultheß.",,,"escher;",,,,
14,645,532,2548,"C. Das Central-Comité an seine Mitbürger. Mitbürger! ","comité; bürger;",,,,,,
14,645,532,2549,"Theure Freunde! ","freund;",,,,,,
14,645,532,2550,"Das Volk hat gesiegt und sein heiliges Recht errungen. Die Kunde ","volk;",,,,,,
14,645,532,2551,"gefährlicher Plane [sic] war in den Bezirk Pfäffikon gedrungen: die ",,,,"pfäffikon;",,,
14,645,532,2552,"Gegner des Volkes hatten dem guten Rechte desselben Gewalt und List ","volk;",,,,,,
14,645,532,2553,"entgegenzustellen gestrebt.",,,,,,,
14,645,532,2554,"Das Volk rückte friedlich, aber entschlossen ein, Schutz für seine ","volk; friede;",,,,,,
14,645,532,2555,"heiligen Rechte zu verlangen.",,,,,,,
14,645,532,2556,"Da wurde es plötzlich überfallen und angegriffen, die wenigen Bewaffneten ",,,,,,,
14,645,532,2557,"wehrten sich tapfer, aber sie mußten weichen, die vielen Unbewaffneten ",,,,,,,
14,645,532,2558,"flohen.",,,,,,,
14,645,532,2559,"Aber die Brüder vom See, namentlich von Küsnach, Herrliberg und Erlibach, ",,,,"see; Herrliberg; Küsnacht; Erlibach",,,
14,645,532,2560,"rückten nach und nahmen die Stadt, die Bürger das Zeughaus in Besitz, und ","bürger;",,,,,,
14,645,532,2561,"die Regierung mußte ihre Stellen niederlegen.","regierung;",,,,,,
14,645,532,2562,"Mitbürger, Brüder!","bürger;",,,,,,
14,645,532,2563,"Gott hat der gerechten Sache den Sieg verschafft. Aber er ist theuer ","gott;",,,,,,
14,645,532,2564,"erkauft. Manche Euerer Brüder haben ihn mit dem Leben, viele mit schweren ",,,,,,,
14,645,532,2565,"Wunden errungen. Sie haben für das Vaterland, sie haben für ihren Heiland ","land;",,,,,,
14,645,532,2566,"geblutet. Gott wird es ihnen jenseits lohnen; ihrer Wittwen und Waisen ","gott;",,,,,,
14,645,532,2567,"wird das Vaterland, werden ihre begüterten Brüder gedenken.","land;",,,,,,
14,645,532,2568,"Erinnert Euch des ernsten, wichtigen, aber theuer erkauften Sieges. Er ",,,,,,,
14,645,532,2569,"macht es Euch zur Pflicht, im Andenken an die für die heil. Religion ",,,,,,,
14,645,532,2570,"Gefallenen, durch die That zu beweisen, daß es Euch Ernst war, die heil. ",,,,,,,
14,645,532,2571,"Religion zu schützen, daß Ihr dieß und nichts anders wolltet, und daß Ihr ",,,,,,,
14,645,532,2572,"in Euerem häuslichen und öffentlichen Leben Tugend und Frömmigkeit für ",,,,,,,
14,645,532,2573,"Euere Leitsterne bewahret.",,,,,,,
14,645,532,2574,"Brüder! Wir beschwören Euch bei der heiligen Religion, für die Ihr in den ",,,,,,,
14,645,532,2575,"Kampf getreten seid, verübt keine Vergeltung für erlittene Unbilden; — ",,,,,,,
14,645,532,2576,"zeigt Euch als wahre Jesusbekenner, die, wie Er, auch den Feinden zu ","feind;",,,,,,
14,645,532,2577,"vergeben wissen; die Rache sei Gottes, er wird jeden zur Rechenschaft ","gott;",,,,,,
14,645,532,2578,"ziehen, früher oder später; die Strafe der Ungerechten und Ungläubigen ",,,,,,,
14,645,532,2579,"ist durch den errungenen Sieg schon hart genug.",,,,,,,
14,645,532,2580,"Schwöret Treue dem neu geretteten Vaterlande und der provisorischen ","land;",,,,,,
14,645,532,2581,"Regierung, denn die Männer, die jetzt das Ruder des Staates ergriffen, ","regierung;",,,,,,
14,645,532,2582,"verdienen das Vertrauen des Volkes im höchsten Grade.","volk;",,,,,,
14,645,532,2583,"Gott segne das Vaterland und lasse ihm aus dem blutig erkauftem Siege ","land; gott;",,,,,,
14,645,532,2584,"eine schönere Zukunft erblühen! ",,,,,,,
14,645,532,2585,"Wir grüßen Euch mit Treue und Hochachtung.",,,,,,,
14,645,532,2586,"Das Central-Comité, ","comité;",,,,,,
14,645,532,2587,"           für dasselbe ",,,,,,,
14,645,532,2588,"       Der Präsident: ",,,,,,,
14,645,532,2589,"J.J. Hürlimann-Landis. ","land;",,,,,,
14,645,532,2590,"     Der Vizepräsident: ",,,,,,,
14,645,532,2591,"      Rahn-Escher. ",,,"escher;",,,,
14,645,532,2592," ) Ueber diesen Punkt hat sich, seit ich Obiges schrieb, ein Widerspruch ",,,,,,,
14,645,532,2593,"erhoben. Der Republikaner vom 15. Okt. 1839 enthielt folgende Note: „Der ",,,,,,,
14,645,532,2594,"Beobachter wollte vielleicht sagen: Im Momente, als die Schüsse ertönten, ",,,,,,,
14,645,532,2595,"sagte**: „Jetzt, die Kanonen heraus!” ?? oder scheut oder schämt er sich, ",,,,,,,
14,645,532,2596,"die Wahrheit zu sagen?” — Darauf entgegnet der Beobachter vom 16. „ Was ",,,,,,,
14,645,532,2597,"endlich die Note betrifft [illegible, 3signs], so wußte der Beobachter ",,,,,,,
14,645,532,2598,"nicht, daß ohne Zweifel Hr. alt Reg. Rath Weiß, welcher als Präsident des ",,,,,,,
14,645,532,2599,"Kriegsrathes zunächst alle militärischen Anordnungen besorgt hatte, die ","ordnung;",,,,,,
14,645,532,2600,"noch vorhandenen schriftlichen Befehle an Hrn. Oberst Hirzel ertheilt, ",,,"oberst hirzel;",,,,
14,645,532,2601,"die Nacht auf der Hauptwache zugebracht hatte u. s. w., sich geäußert ",,,,,,,
14,645,532,2602,"hatte; es mag aber wohl der Fall gewesen sein.” — Dieß veranlaßte mich, ",,,,,,,
14,645,532,2603,"in die Bürkli",,,"bürkli;",,,,
14,645,532,2604,"Zeitung v. 18., den Republikaner, den Landboten und den Beobachter eine ","zeitung; land;",,,,,,
14,645,532,2605,"Erklärung einrücken zu lassen, worin ich u. A. des Protokolls und Hrn. ",,,,,,,
14,645,532,2606,"Gysi's erwähne. Auf das Protokoll des Reg. Rathes habe ich mich oben S. ",,,,,,,
14,645,532,2607,"57 berufen, die Unterredung mit Hrn. Gysi und den an Hrn. Oberst Hirzel ",,,"oberst hirzel;",,,,
14,645,532,2608,"ertheilten Auftrag mitgetheilt. Hingegen muß ich die Frage, mit welcher ",,,,,,,
14,645,532,2609,"der Beobachter meine Erklärung, anticipando Hrn. Sulzer vertheidigend zu ",,,"sulzer;",,,,
14,645,532,2610,"begleiten beliebte, „in wem hatte nicht auf die obige Aeußerung die vom ",,,,,,,
14,645,532,2611,"östl. Beobachter ausgesprochene Vermuthung entstehen solle?” und wir ",,,,,,,
14,645,532,2612,"fragen aber, ob es wahrscheinlich sei, daß Hr. E. Sulzer sich so ",,,"sulzer;",,,,
14,645,532,2613,"ausgesprochen habe in einem Augenblicke, wo er wie jeder Andere wußte, ",,,,,,,
14,645,532,2614,"daß schon Tausende in der Stadt waren und aber Tausende sich ihr ",,,,,,,
14,645,532,2615,"näherten, gegenüber einigen 100 Militärs und zwar größtentheils aus ",,,,,,,
14,645,532,2616,"Cadeten. Hr. E. Sulzer, welcher unbestrittener Weise schon lange den vom ",,,"sulzer;",,,,
14,645,532,2617,"Reg. Nathe der Bewegung geleisteten Widerstand tadelte und in seinen ",,,,,,,
14,645,532,2618,"Folgen verderblich hieß! dahin erwiedern, daß vernünftiger Weise nicht ",,,,,,,
14,645,532,2619,"jene, sondern die Vermuthung hätte entstehen sollen, R. R. Weiß, als ",,,,,,,
14,645,532,2620,"Präsident eines dem Reg. Rathe untergeordneten Kollegiums, hätte nicht ",,,,,,,
14,645,532,2621,"seiner Oberbehörde, sondern diese ihm, dem Untergeordneten, zugerufen, ",,,,,,,
14,645,532,2622,"was er zu thun habe!",,,,,,,
14,645,532,2623," ) Was war die Absicht, das Vorhaben des Landsturmes? Unterhandlung mit ","land;",,,,,,
14,645,532,2624,"der Regierung? diese war angeknüppft, und wahrlich von der Regierung ","regierung;",,,,,,
14,645,532,2625,"nicht unterbrochen. War einmal so viel Volk auf den Beinen, war die ","volk;",,,,,,
14,645,532,2626,"Revolution in Thätlichkeiten gegen die Regierung ausgebrochen, so wollte ","revolution; regierung;",,,,,,
14,645,532,2627,"man auf halbem Wege nicht mehr stehen bleiben",,,,,,,
14,645,532,2628,"sie, die verhasste, mußte gestürzt werden. Daß der Landsturm sich auf den ","hass; land;",,,,,,
14,645,532,2629,"Münsterplatz hinbegab, geschah wohl nicht um die angeknüpfte ",,,,,,,
14,645,532,2630,"Unterhandlung, wie B. Hirzel sagt, fortzusetzen: es mußte vorerst auf das ",,,"hirzel B.;",,,,
14,645,532,2631,"Zeughaus abgesehen sein. Dieses wird noch bewiesen dadurch, daß auf das ",,,,,,,
14,645,532,2632,"Postgebäude, wo die Regierung saß, kein Angriff gemacht wurde, sondern ","regierung;",,,,,,
